Subject,Experiment,T7_mean,T7_std,T7_var,T7_skew,T7_kurtosis,T7_ptp,T7_rms,T7_zcr,F8_mean,F8_std,F8_var,F8_skew,F8_kurtosis,F8_ptp,F8_rms,F8_zcr,Cz_mean,Cz_std,Cz_var,Cz_skew,Cz_kurtosis,Cz_ptp,Cz_rms,Cz_zcr,P4_mean,P4_std,P4_var,P4_skew,P4_kurtosis,P4_ptp,P4_rms,P4_zcr
s03,3MNLEH,0.008769889,3.516112116,12.36304441,0.041339533,2.420826148,50.42813085,3.516123053,0.131603295,0.003307176,4.564255865,20.8324316,0.179768392,1.116025289,56.21606164,4.564257064,0.137560645,0.004848703,3.319389357,11.0183457,0.140461932,1.515403514,41.94199232,3.319392898,0.127112716,0.008165846,3.559768409,12.67195113,0.207667592,2.89505908,53.08623395,3.559777775,0.126977321
s03,3MNMBH,0.008878053,4.746655925,22.53074247,8.815722962,379.9700503,282.8584462,4.746664228,0.143078304,0.014117416,4.814894622,23.18321023,7.606770773,325.4994442,279.4943427,4.814915319,0.124141799,0.006697234,4.405329287,19.40692613,8.404812613,366.282255,261.4815669,4.405334378,0.132488221,0.008652591,4.405720671,19.41037463,9.036322049,389.2669873,263.4481885,4.405729167,0.136526812
s03,3MNMEH,0.008211004,3.15018205,9.923646948,-0.135390483,0.576561439,32.42914676,3.150192751,0.13948012,-0.008718333,4.222606285,17.83040384,0.082312886,0.2997717,43.9705945,4.222615285,0.145050267,0.002879425,3.08988785,9.547406926,0.049324011,0.50567862,34.2733984,3.089889192,0.13547233,-0.001092429,3.243330009,10.51918954,-0.040711812,0.725985986,35.49828119,3.243330192,0.132415542
s03,3MNNLBH,-0.008494112,3.765096636,14.17595268,0.057842059,2.280773654,48.13756618,3.765106218,0.136808686,-0.003971245,3.977830577,15.8231361,-0.062303145,2.129255797,53.46556437,3.97783256,0.115408851,-0.001221963,3.45841275,11.96061875,0.070047553,1.421704743,44.517855,3.458412966,0.124060879,-0.002379438,3.606673249,13.00809192,0.044165692,1.87359665,54.55050708,3.606674034,0.12604818
s03,3MNNLEH,0.000240222,5.631236453,31.71082399,-1.160963692,101.7299051,256.9671969,5.631236459,0.134450429,-0.001740349,5.981458812,35.77784952,-0.706839966,79.90466838,263.1479795,5.981459065,0.129189108,-0.000524059,5.140780732,26.42762654,-1.392700694,97.29561449,231.0211177,5.140780759,0.129089368,0.007287961,6.024108122,36.28987866,-1.158613146,120.9977944,292.5171016,6.02411253,0.132680032
s03,3MRSEC,0.005911073,25.38481656,644.3889118,1.152391051,232.0909347,1232.389222,25.38481725,0.120380405,0.003453085,28.61900929,819.0476925,9.723768799,288.7570259,1103.825102,28.61900949,0.100791156,0.003737995,11.83078073,139.9673726,20.44819857,1515.087976,1068.507482,11.83078132,0.120380405,-0.000761275,25.57355344,654.0066354,0.862140288,236.6073132,1248.149475,25.57355345,0.124390376
s03,3MRSEC,0.004469784,12.61785703,159.2103161,10.10607597,488.0141379,696.2098653,12.61785782,0.128875003,0.011699235,16.05262185,257.6866682,3.056292448,182.8261192,651.9465903,16.05262611,0.108540494,0.007868228,10.81235641,116.9070511,9.872781496,479.5430694,601.1464635,10.81235927,0.124592636,0.012715304,17.73616076,314.5713985,3.882329865,219.8118324,764.5405764,17.73616532,0.125265965
s03,3MRSEC,0.011672562,3.211965658,10.31672339,0.112557441,4.129231582,53.59348781,3.211986868,0.129821079,-0.00045665,13.30097664,176.9159795,4.506997359,220.6004841,525.4132807,13.30097665,0.112700907,0.000418112,2.981223214,8.88769185,0.009328806,2.972876637,48.13784993,2.981223243,0.125713341,-0.002250476,3.18792103,10.16284049,-0.044108286,4.602065706,57.9155833,3.187921824,0.13365313
s03,3MRSEO,0.00787401,8.34243298,69.59618802,11.46407545,638.7331894,588.0609129,8.342436696,0.126673305,0.001801372,8.355715132,69.81797536,7.909588252,389.7150228,521.6752921,8.355715326,0.122773537,0.001837375,7.141944033,51.00736458,10.92858536,641.4572378,505.7766982,7.14194427,0.129577387,0.00969288,8.564500332,73.35066594,12.24537379,738.0098503,627.5564088,8.564505817,0.128166833
s03,3MRSEO,-0.001037849,5.260145905,27.66913494,1.081477685,17.37818968,92.51822063,5.260146007,0.129093886,-4.77E-05,6.226326914,38.76714684,0.940569694,8.452935628,96.14591614,6.226326914,0.130765557,0.004500766,4.425989047,19.58937905,1.143005975,18.832425,83.22592092,4.425991336,0.130492631,-0.000400457,5.231982984,27.37364595,1.418474394,23.57141996,99.74490232,5.231982999,0.133904203
s03,3MRSEO,0.002029559,4.299538354,18.48603006,0.817725526,19.97785859,109.9520578,4.299538833,0.130116022,0.002898671,6.14678767,37.78299866,1.582435483,10.66067179,97.39270379,6.146788354,0.117232543,0.002010941,3.353641198,11.24690928,0.77224134,15.55359622,81.59077904,3.353641801,0.128443306,0.005811249,3.589203396,12.88238102,1.621416403,51.76013287,118.6620522,3.589208101,0.134030892
s04,3MNLBH,0.00680284,4.195088208,17.59876507,-0.035710379,1.388056504,57.56524716,4.195093724,0.13756166,0.01170457,4.416745702,19.5076426,0.123864934,0.589369887,44.73184929,4.416761211,0.141164523,0.001250875,4.607248534,21.22673905,0.006297077,0.82148056,59.81163557,4.607248704,0.115243254,0.005064692,5.365467878,28.78824554,-0.120438157,0.630728246,57.57210599,5.365470268,0.117274398
s04,3MNLEH,0.00577374,4.816646341,23.20008198,-0.21192393,6.66905917,82.83776026,4.816649802,0.136520085,0.003238295,4.081536699,16.65894183,-0.084753735,3.376502373,69.97024246,4.081537984,0.112879851,0.000171989,4.467176571,19.95566651,0.017547585,2.31011995,74.58508051,4.467176574,0.117091617,0.002540198,5.249657546,27.55890435,-0.17881932,1.733103691,75.49669109,5.249658161,0.110977764
s04,3MNMBH,-0.006796762,4.288026019,18.38716714,0.033892802,0.537465761,52.59365128,4.288031406,0.158573562,-0.007099741,4.055803297,16.44954039,0.105980071,0.811425988,55.85094758,4.055809511,0.139272299,-0.001726739,4.330392567,18.75229978,0.045602991,0.728863352,56.83894065,4.330392911,0.114608318,0.011239351,4.792619012,22.969197,-0.107797014,0.751868287,55.59984168,4.792632191,0.115400281
s04,3MNMEH,-1.06E-05,4.675469111,21.8600114,-0.895630824,47.94762571,182.4868491,4.675469111,0.127508159,0.000221145,4.477947647,20.05201513,-0.405470719,29.60788284,152.9583596,4.477947652,0.118665123,0.002064966,4.816872012,23.20225598,-0.378001254,21.9772005,148.4658668,4.816872454,0.120960101,0.001978051,5.372044211,28.858859,-0.590972218,19.12660924,163.8801553,5.372044575,0.113822508
s04,3MNNLBH,0.008093383,4.101302192,16.82067967,-0.342541633,5.51535206,79.6167238,4.101310178,0.129781387,0.005325846,4.428015693,19.60732297,-0.35326262,5.700700973,85.07856182,4.428018896,0.118120373,0.008190986,4.512548554,20.36309445,-0.284306007,4.963393905,89.24894796,4.512555988,0.117897551,0.013976482,5.614992007,31.52813524,-0.374667385,2.372493415,85.0155501,5.615009402,0.11631304
s04,3MNNLEH,0.005683845,4.537801136,20.59163915,0.062261937,0.325145942,46.55010105,4.537804696,0.146717032,-0.001422951,4.225597677,17.85567573,0.178110631,0.669079395,43.96399424,4.225597917,0.120203065,-0.001971626,4.280423804,18.32202794,0.101541875,0.368967713,45.03838886,4.280424258,0.11933691,0.002755404,5.684131702,32.30935321,-0.16408909,0.321322145,47.17483599,5.68413237,0.118615114
s04,3MRSEC,-0.004813075,4.247589315,18.04201499,0.028772101,0.134210172,36.69838504,4.247592042,0.154303968,0.000630963,3.552804433,12.62241934,0.012324,0.146615571,29.67800656,3.552804489,0.12797579,0.010513127,4.060368407,16.4865916,0.081478488,0.206533516,32.13657356,4.060382017,0.116812374,0.006823424,3.909094695,15.28102133,-0.025188531,0.187710337,33.67786477,3.90910065,0.123032952
s04,3MRSEC,-0.003221203,3.676952223,13.51997765,-0.028463352,0.303575715,38.26572836,3.676953634,0.11885219,0.008612147,3.49644844,12.22515169,-0.008770217,0.301167661,36.81787411,3.496459046,0.115043667,-0.000193727,4.007177011,16.0574676,0.022216843,0.442253424,36.76055713,4.007177016,0.107163963,0.004187768,3.674587665,13.50259451,-0.054558198,0.749903348,41.17180826,3.674590051,0.116750936
s04,3MRSEC,0.017287415,4.971256041,24.71338663,-0.40919,40.04618092,150.9510601,4.971286099,0.129214422,0.006818794,4.88547898,23.86790487,-0.095049099,30.9117897,144.6908775,4.885483739,0.109934173,0.008485864,4.39680591,19.33190221,-0.368547781,45.05280904,141.2340355,4.396814099,0.109466368,0.01061126,5.286266321,27.94461161,-0.277502722,22.86042692,152.3789734,5.286276971,0.11394393
s04,3MRSEO,0.008655725,3.894316392,15.16570016,-1.482476896,45.11811847,136.3541076,3.894326012,0.129411014,0.010475444,3.946990815,15.5787365,-1.112014476,37.22142335,130.7841036,3.947004716,0.112915577,0.00950649,4.522500483,20.45301062,-1.036416035,26.97857344,139.9913833,4.522510474,0.09852594,0.01158602,4.087539062,16.70797558,-0.855563546,15.47079769,107.4045748,4.087555482,0.118339608
s04,3MRSEO,0.010610946,3.984455475,15.87588543,0.200744611,3.601678764,61.2889639,3.984469604,0.153666299,0.017779169,4.067978732,16.54845096,0.399455492,1.859895482,46.81136628,4.068017584,0.13600052,0.002945569,3.833751186,14.69764816,0.184205445,2.227489627,54.22008154,3.833752318,0.114762616,0.000760837,3.940111349,15.52447744,-0.187836533,1.587467263,51.94003879,3.940111423,0.12388777
s04,3MRSEO,0.005727147,3.822437189,14.61102607,0.09508027,3.907251026,72.60211434,3.82244148,0.118008605,-0.005944909,3.850375563,14.82539198,0.302805851,2.582273994,61.0428267,3.850380153,0.11275012,0.002937131,3.865794739,14.94436897,-0.025013743,4.012238759,72.08947701,3.865795855,0.110803797,0.002734066,4.402766913,19.38435649,-0.105352575,1.63934892,62.6260845,4.402767762,0.118008605
s05,3MNLBH,0.008236054,12.86960488,165.6267298,13.18623286,474.8048211,700.6264312,12.86960752,0.152753449,0.001352151,14.94913678,223.4766906,-2.518281709,108.0360325,530.7100207,14.94913684,0.110001095,-0.002975393,8.775759296,77.01395123,-2.055669318,77.23644212,353.0013761,8.775759801,0.104417561,0.005629901,10.26480215,105.3661632,-1.280544442,59.26344077,396.8476519,10.26480369,0.109617911
s05,3MNLEH,-7.55E-05,13.1402724,172.6667587,-1.289789247,165.4041941,509.642605,13.1402724,0.128608466,0.005646591,20.46381668,418.7677932,-2.350431104,227.8884425,1012.821386,20.46381746,0.115047116,0.007837855,7.481611734,55.97451413,0.051663195,0.105047504,63.15832251,7.481615839,0.105150322,0.004521074,8.736316689,76.32322929,-0.045820595,-0.011405355,81.73344483,8.736317859,0.123772249
s05,3MNMBH,-0.007216939,4.903650628,24.04578948,-0.048659273,0.250864085,54.86528603,4.903655939,0.135089057,-0.001427875,6.669093672,44.4768104,0.109332767,0.186392808,59.81468256,6.669093824,0.110390776,-0.004257379,6.744310297,45.48572138,0.07073211,0.031630805,58.2973865,6.744311641,0.10783346,-0.008163711,7.668044256,58.79890272,-0.060278731,0.038061623,62.04315649,7.668048602,0.110278613
s05,3MNMEH,0.005073123,5.12951385,26.31191234,-0.027722839,0.67363355,61.68605361,5.129516359,0.128829094,0.017716758,7.386682767,54.5630823,0.160077335,0.27735463,68.86383701,7.386704014,0.113243151,0.003353759,7.239817834,52.41496227,0.064653008,0.06857106,58.09662944,7.239818611,0.104420918,0.016730394,8.361869384,69.92085959,-0.06006995,-0.063586312,67.19044216,8.361886121,0.119810812
s05,3MNNLBH,0.012053339,4.877567368,23.79066343,0.007543356,0.165022644,47.00805641,4.877582261,0.132394882,0.018512575,6.539272918,42.7620903,0.092775134,0.127902454,59.37921974,6.539299123,0.118527434,0.011235225,6.93836023,48.14084267,0.034860573,0.062772749,55.35877977,6.938369326,0.108061435,0.024327246,7.919720545,62.72197351,0.000370617,0.001289566,67.48769281,7.919757908,0.105654256
s05,3MNNLEH,-0.001967204,5.367267969,28.80756545,0.030093169,1.138350434,87.40211536,5.367268329,0.137038825,0.002014148,7.362035861,54.19957201,0.160485896,1.115119369,121.8015985,7.362036136,0.120602746,-0.009446832,7.114444616,50.6153222,0.004607672,0.104234332,61.71259887,7.114450888,0.10759867,-0.000316937,8.403456284,70.61807752,-0.035422989,-0.08341348,70.89463144,8.40345629,0.114435864
s05,3MRSEC,-0.008003846,5.425210219,29.43290592,0.047019542,1.695224086,77.97672499,5.425216123,0.112327476,-0.009823999,7.345819139,53.96105883,0.16239265,0.572334413,85.94517703,7.345825709,0.106119395,-0.002388929,7.429813353,55.20212646,0.079860362,0.116101724,66.62696316,7.429813737,0.10132476,-0.020521809,8.689006101,75.49882703,0.010979828,-0.00657955,78.03262718,8.689030336,0.101795909
s05,3MRSEC,-0.006738965,5.532829256,30.61219958,0.083165127,3.416321419,93.21089431,5.53283336,0.127183656,0.002766806,7.702868317,59.3341803,0.165760511,1.375953922,103.667791,7.702868814,0.130252214,0.000357924,7.479266744,55.93943103,0.077646106,0.77254116,88.20706668,7.479266753,0.106322845,-0.010279265,8.657724502,74.95619356,-0.101675215,0.216924065,86.25302217,8.657730605,0.104950069
s05,3MRSEC,0.002136612,5.47377753,29.96224045,-0.103699738,12.21864802,160.2511796,5.473777947,0.115844564,-0.010666829,7.234664236,52.34036661,0.120522713,5.347728691,168.1151642,7.2346721,0.109580497,-0.000393151,7.139581798,50.97362824,0.03091008,2.150877737,127.3583092,7.139581808,0.103506251,-0.003620098,8.986720933,80.76115312,-0.076354984,0.917981444,132.640519,8.986721662,0.102394446
s05,3MRSEO,-0.015033765,24.27032873,589.0488568,1.416338652,212.6861118,1038.561392,24.27033339,0.121420516,-0.005152186,6.161086784,37.95899036,0.008960286,0.93355003,79.96255401,6.161088939,0.13107584,-0.002292561,5.099520529,26.00510962,0.018885516,0.309593513,50.01006357,5.099521044,0.12796743,-0.000417496,6.655723039,44.29864918,-0.06001354,0.550981851,65.87317718,6.655723052,0.121255467
s05,3MRSEO,0.00082617,13.95847733,194.8390893,4.853604755,207.5579392,609.3672288,13.95847735,0.138311062,0.002716529,13.1217765,172.1810184,-1.183460064,153.1255884,514.7267321,13.12177678,0.137401846,-0.002039223,5.335155724,28.4638866,0.009804563,0.610436017,49.90854014,5.335156114,0.118032787,-0.004640353,7.085194186,50.19997665,-0.051022992,0.251427926,56.15816203,7.085195705,0.112770354
s05,3MRSEO,-0.001033941,13.14576968,172.8112606,-1.25251044,170.9502504,518.1225904,13.14576972,0.121417914,0.007171606,25.1503256,632.5388776,14.70308988,448.8993537,1067.392104,25.15032662,0.124762052,0.006279774,5.538154202,30.67115196,0.036228393,0.882087846,60.84609,5.538157762,0.112671709,0.015696443,6.874610699,47.26027226,-0.161153736,0.429003682,57.32415554,6.874628619,0.114626743
s06,3MNLBH,-0.000608855,5.672216394,32.17403882,-0.154197673,2.687358696,99.6821498,5.672216426,0.153727212,-0.006841072,6.959673638,48.43705714,0.149696858,1.316675261,81.46869117,6.959677,0.111903634,-0.011548034,6.505420891,42.32050097,0.004531211,0.858130257,65.34757002,6.50543114,0.122752326,-0.011018891,6.925509654,47.96268396,-0.151039211,0.507325249,65.05808346,6.92551842,0.120632466
s06,3MNLEH,-0.006912102,4.481222045,20.08135102,-0.042093622,0.650402079,50.53482029,4.481227376,0.126497604,-0.017469201,5.813759503,33.79979956,0.2310005,0.837604707,55.49768719,5.813785749,0.113917732,-0.005640597,5.916748434,35.00791203,-0.035057576,0.542710169,60.66674686,5.916751122,0.117561901,0.000561681,6.359841344,40.44758192,-0.230488371,0.602792597,59.0435994,6.359841369,0.118759984
s06,3MNMBH,-0.007216939,4.903650628,24.04578948,-0.048659273,0.250864085,54.86528603,4.903655939,0.135089057,-0.001427875,6.669093672,44.4768104,0.109332767,0.186392808,59.81468256,6.669093824,0.110390776,-0.004257379,6.744310297,45.48572138,0.07073211,0.031630805,58.2973865,6.744311641,0.10783346,-0.008163711,7.668044256,58.79890272,-0.060278731,0.038061623,62.04315649,7.668048602,0.110278613
s06,3MNMEH,-0.002998924,4.829753735,23.32652114,0.016790853,0.311733192,43.175995,4.829754666,0.128561719,-0.001047044,6.254925308,39.12409061,0.176733791,0.209553281,53.54689948,6.254925396,0.10806713,-0.006750323,5.793177158,33.56090158,0.052810214,0.340296367,52.48863792,5.793181091,0.121765044,-0.002572398,6.405551493,41.03108993,-0.189010684,0.092591503,56.89092235,6.40555201,0.120144299
s06,3MNNLBH,-0.010695513,4.737282754,22.44184789,-0.112240077,1.289700855,54.08959065,4.737294828,0.125724871,0.006943034,6.438052289,41.44851727,0.170329483,0.736164805,71.01128777,6.438056033,0.105509021,-0.006646826,6.188069768,38.29220745,-0.024749172,1.031623277,72.51062406,6.188073337,0.119899055,-0.001652877,6.537882351,42.74390563,-0.182070833,0.375789507,60.51113162,6.53788256,0.119469502
s06,3MNNLEH,-0.011974127,4.898443784,23.99475151,-0.026036232,0.297457472,48.08006405,4.898458419,0.12962236,-0.012080752,6.269210158,39.302996,0.09392478,0.158587753,56.23404167,6.269221798,0.114966894,-0.007663652,6.28892005,39.55051539,0.088569628,0.27755872,59.08400473,6.288924719,0.123419958,-0.004568429,6.867182548,47.15819615,-0.176740234,0.065983844,55.42509939,6.867184068,0.118735443
