Subject,Experiment,T7_delta,T7_theta,T7_alpha,T7_beta,T7_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,Cz_delta,Cz_theta,Cz_alpha,Cz_beta,Cz_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma
s02,3MRSEC,2.957711697,1.851177222,1.602175862,0.570600523,0.042256677,2.911295563,1.204605258,0.699711733,0.202830773,0.040275336,2.441180845,1.778232016,1.524614803,0.361408613,0.031063761,3.974489595,2.183147087,3.39272731,0.836391033,0.03986554
s02,3MRSEC,2.044734735,1.15456023,1.945678185,0.503659169,0.036939829,2.704478585,0.878027013,0.689982212,0.191364465,0.032916306,1.831894879,1.329002979,1.46610838,0.342989482,0.030476266,2.18710368,1.267694847,3.44731215,0.838601181,0.040048083
s02,3MRSEO,11.45978807,5.058165314,1.845045226,0.511396244,0.052508487,10.28208796,4.685189828,1.625932842,0.359433998,0.086551308,12.9765675,6.175781728,2.25197253,0.434016464,0.03994089,24.91742701,10.10100261,5.154599066,0.895199974,0.047903763
s02,3MRSEO,1.964243156,0.907159669,1.078550338,0.314152587,0.044499707,3.699903311,1.411469557,0.700898099,0.211687111,0.084589283,1.788798915,1.294217334,1.240689794,0.2255836,0.035789582,3.103570645,1.309060133,3.469072439,0.61345408,0.0434673
s02,3MRSEO,1.76478722,1.501587178,1.798562991,0.709453561,0.134716948,173.2842343,36.81503578,6.784816175,2.258533876,0.276581324,1.457809353,1.285718593,1.213091823,0.22103546,0.035079788,1.636419515,0.975896724,3.313361246,0.532062558,0.04327433
s03,3MNLBH,172.8246837,26.0307774,7.462410836,1.916477088,0.254681107,3.583768498,1.780431352,0.634189093,0.298078804,0.101357185,1.87958241,1.400611429,0.576024883,0.192000006,0.036093063,2.090268984,1.41451624,0.559150705,0.230711111,0.038618798
s03,3MNLEH,0.990828295,0.529944628,0.300608075,0.227251983,0.054373596,1.905155182,0.829502983,0.490032372,0.313363874,0.135272921,0.916789072,0.535309215,0.324507545,0.17049131,0.043487868,1.085232312,0.493794027,0.343666993,0.221017988,0.048514607
s03,3MNMBH,1.803587086,1.077036646,0.594174195,0.290009338,0.086412002,2.101023767,1.161406561,0.582622989,0.25959301,0.071703705,1.56477434,0.983014536,0.504196005,0.242112581,0.063366891,1.521000524,0.842882689,0.524454355,0.282640683,0.064277325
s03,3MNMEH,0.540800973,0.352883232,0.333236014,0.237288288,0.053692155,1.2329552,0.683020699,0.489155482,0.330750844,0.14086322,0.696832597,0.413667764,0.304072424,0.17848741,0.044430316,0.610350585,0.308266868,0.433410158,0.247384598,0.044862818
s03,3MNNLBH,1.211470849,0.582400519,0.398100709,0.23828394,0.065180686,1.852603152,0.619723026,0.461718723,0.19158762,0.051490853,0.986525378,0.467747222,0.448876675,0.196101887,0.046780713,1.024626367,0.407717696,0.560649527,0.239174073,0.045270728
s03,3MNNLEH,3.404904933,2.66840677,0.897446259,0.265092701,0.074883711,3.863878996,2.605216721,1.051863294,0.3237028,0.119942256,2.762033434,2.196313167,0.840068695,0.22598518,0.059174696,3.865121204,3.058229791,1.145269496,0.321304229,0.066220904
s03,3MRSEC,132.9054426,34.38376703,7.680465602,1.578527756,0.192961843,131.8542911,26.09920169,9.033012965,1.387380487,0.221791429,14.51624009,12.01024019,5.508618067,0.913928433,0.079430987,133.4427146,35.05337756,8.151339665,1.557467851,0.185619391
s03,3MRSEC,26.58755535,6.738306358,4.128197921,0.747952249,0.071837341,48.72458015,11.46853195,5.28376285,1.114282865,0.150667122,19.34678902,5.030862817,3.070865991,0.505513812,0.052277689,58.64637089,14.47109837,6.897612186,1.319344502,0.116521071
s03,3MRSEC,0.809898203,0.395982209,0.240922189,0.207036753,0.048337276,35.46591135,5.834322841,2.463906661,0.608847252,0.100149926,0.799429722,0.392304827,0.222740466,0.135788415,0.037887927,0.826303213,0.330120252,0.302549023,0.206402025,0.040001617
s03,3MRSEO,8.764079431,4.933344233,1.248417884,0.380590962,0.064051272,9.656251215,4.974503897,1.070930747,0.304428088,0.086982453,6.465445926,3.762054954,0.848077076,0.231161454,0.048366838,9.236840513,5.304111156,1.315041301,0.360788858,0.05736773
s03,3MRSEO,3.964740252,1.369732863,0.321978946,0.266115314,0.067160676,6.33002412,1.739968864,0.36594003,0.273864911,0.110329481,2.960944907,1.081129113,0.232292739,0.13144944,0.050659669,4.222828549,1.461661006,0.35064044,0.197829736,0.059771844
s03,3MRSEO,2.229169964,0.792815622,0.336326796,0.24420648,0.058814999,6.116702363,1.511280503,0.372717631,0.229437955,0.081238669,1.224389299,0.547314771,0.240567217,0.126776069,0.044130138,1.167054925,0.570111191,0.348123345,0.193314579,0.050696976
s04,3MNLBH,1.188824969,0.585982156,0.62220184,0.365587819,0.078015872,1.083764482,0.548115925,0.859862083,0.419670242,0.119146198,1.32210602,0.838912199,1.187033396,0.380811639,0.046256936,0.950225416,0.630343161,1.805205754,0.911664848,0.048407476
s04,3MNLEH,1.863155199,0.933537174,0.622784587,0.36429709,0.129170054,1.181979608,0.790823132,0.627826618,0.304551954,0.039435742,1.306436451,0.945323421,0.941077089,0.321527924,0.039732608,1.180706179,0.915122458,1.219870091,0.771184641,0.046813487
s04,3MNMBH,0.932505596,0.568390991,0.559178685,0.413964333,0.17086256,0.886321293,0.588325732,0.653893442,0.361523211,0.101955515,1.011239196,0.894974177,0.9652219,0.374805187,0.044108323,0.787426975,0.622923718,1.162889015,0.720854206,0.045959718
s04,3MNMEH,1.618717931,1.58913636,0.760093089,0.323868222,0.054145479,1.509028233,1.247867959,0.785897715,0.306419928,0.047171497,1.805990377,1.526876638,1.000455093,0.309634662,0.041690433,1.556736687,1.386482162,1.188947493,0.695536825,0.048745652
s04,3MNNLBH,1.167029674,0.676121311,0.569123356,0.337270435,0.064532523,1.25517787,0.827672512,0.848825459,0.386494709,0.055568266,1.372707285,0.880424579,0.966948583,0.344994252,0.042008999,1.219738368,0.791329501,1.521305622,0.992067818,0.054170379
s04,3MNNLEH,1.184505282,0.707462208,0.674534907,0.457050037,0.136042759,1.131846995,0.614992504,0.784696868,0.374202257,0.052458537,1.045178694,0.743677858,0.995341333,0.347161512,0.039456901,1.007963148,0.696677882,1.607386333,1.048250876,0.069901388
s04,3MRSEC,0.993896003,0.703975148,0.544459791,0.354857607,0.164598199,0.795872473,0.63316832,0.446531512,0.222114603,0.058909753,1.156383442,0.870299262,0.714036532,0.227540865,0.058397406,0.763108824,0.661642242,0.643023933,0.341855399,0.057069857
s04,3MRSEC,0.96661838,0.686812256,0.504977656,0.219807125,0.051323522,0.961672974,0.604500906,0.424749565,0.192881865,0.040628876,1.266844019,0.97239894,0.634931047,0.212545358,0.037250247,0.706842525,0.63907655,0.604228105,0.285964698,0.038404986
s04,3MRSEC,3.212290905,1.036183237,0.535335383,0.366242084,0.071406741,3.386956232,1.094063317,0.592727053,0.295689342,0.040981225,2.770397857,0.936944184,0.500368207,0.224115316,0.033240874,2.338569992,1.007862034,1.226147526,0.684115966,0.045973921
s04,3MRSEO,1.546551604,0.607967848,0.396917979,0.250953999,0.06439863,1.546312779,0.670884205,0.444522658,0.270033953,0.044537739,2.635894082,0.817185158,0.526147443,0.244500746,0.042538018,0.750338223,0.384074779,0.65351125,0.540373387,0.038432383
s04,3MRSEO,1.359255805,0.630955133,0.300044691,0.269980763,0.120404481,1.381340698,0.594298541,0.404755851,0.306124143,0.084863463,1.524249625,0.699546965,0.399610689,0.198442723,0.035534805,0.62896489,0.411338228,0.584601432,0.513462093,0.036291293
s04,3MRSEO,1.266959917,0.703085536,0.503245331,0.242083077,0.045215728,1.295053504,0.616791508,0.484642925,0.271210774,0.040978822,1.474968022,0.660271843,0.551452606,0.213492618,0.034567468,0.884156525,0.436467274,0.751857316,0.635135891,0.039535341
s05,3MNLBH,18.09301259,15.8698064,4.337794391,1.285800995,0.480125452,33.9520275,11.65934074,6.525990873,1.57626719,0.240272998,3.723026831,4.080969227,5.279907148,1.040007627,0.096336298,4.735610663,5.501467032,7.007193961,1.58744396,0.177824837
s05,3MNLEH,29.81830785,5.260060413,3.26246792,0.880593792,0.201469273,81.09836171,14.290406,11.59210186,2.150164497,0.377481967,1.978771992,1.279998753,5.677268198,0.846455034,0.086521986,2.380742317,1.782280027,6.173546511,1.666616494,0.340553526
s05,3MNMBH,1.052798994,0.583320071,1.367695874,0.543958989,0.129257298,1.644593334,0.781220606,4.427556916,0.841075293,0.080701422,1.401608264,0.912896269,4.695165407,0.825120026,0.07076112,1.96678318,1.688958406,5.161603415,1.337249483,0.094194016
s05,3MNMEH,1.128826498,0.615165154,1.611717328,0.540677091,0.122512326,2.369107408,1.12080593,4.874265993,0.905231209,0.145817176,1.524223924,1.124343069,5.652218913,0.891708209,0.067825882,1.928338265,1.79644639,6.123366552,1.510162003,0.242042513
s05,3MNNLBH,1.123601492,0.628631309,1.422966068,0.514902118,0.116911095,1.606910866,0.906752778,3.797969948,0.780017191,0.13064619,1.661429581,1.165548876,4.704557489,0.881823525,0.0781417,1.708026378,1.790407167,5.78536704,1.418806294,0.091547673
s05,3MNNLEH,1.823772492,0.772621494,1.463235881,0.535334668,0.175172932,2.835772722,1.111239662,4.500522837,0.736010859,0.23677411,2.024224596,1.204230717,5.005289586,0.684930027,0.101617908,2.382336728,1.730033732,6.958875889,1.064332848,0.186151496
s05,3MRSEC,2.179450183,0.831223145,1.648310088,0.534402508,0.067315591,2.850223832,1.142326145,4.831506977,0.887641171,0.10510439,2.528759241,1.30651286,5.2762579,0.894190933,0.06190177,3.407529358,2.20966134,6.540353898,1.558499662,0.075007852
s05,3MRSEC,2.137180593,0.837847118,1.688429955,0.570786527,0.107250072,3.093599681,1.141090841,4.549378587,1.060122836,0.253786112,2.441496503,1.260109353,5.342946019,0.903458107,0.074595953,3.208136147,1.936159058,6.398510315,1.60883684,0.111929009
s05,3MRSEC,1.983124646,1.133578198,1.524751442,0.537940065,0.078418725,2.801333192,1.485869232,3.886514317,1.010237802,0.096797168,2.285132581,1.397032366,4.197661093,0.966596197,0.060162969,3.11598009,2.405604939,6.269408094,2.046789744,0.068785239
s05,3MRSEO,117.9151286,13.19407384,6.776967244,1.537927055,0.271374809,3.381751996,0.734819006,1.321409835,0.709336769,0.212991391,1.747540805,0.597514251,1.204988847,0.589639891,0.093524898,2.030500554,0.799444799,3.128954893,1.20310489,0.103371647
s05,3MRSEO,40.64229025,7.320507802,3.806843459,1.011683663,0.200925997,25.16804582,5.46048009,3.589579954,1.193624078,0.260713359,1.718852902,0.679133848,1.899695051,0.618639614,0.077088235,2.007544436,1.093329846,4.210845364,1.29830311,0.089404971
s05,3MRSEO,34.47552936,6.154949329,2.877630888,0.898830451,0.141291093,98.34258386,11.64170241,6.660722346,1.653758286,0.293209044,2.078031903,0.771409181,1.982289269,0.611803184,0.065752418,1.847300119,1.051170031,3.693766869,1.273599767,0.080090019
s06,3MNLBH,1.730034638,0.75710615,1.364582568,0.734070485,0.195536232,5.360322361,1.280109504,1.616310717,0.741442668,0.115074834,2.483511333,1.14425322,2.391534463,0.926936935,0.077740787,1.691702116,0.774043434,2.457267538,1.527678783,0.098274294
s06,3MNLEH,0.879012494,0.492522197,1.170516245,0.478812109,0.05508934,3.019060766,0.849983359,1.334270726,0.606255419,0.064805915,1.239235501,0.995245053,2.273227513,0.862008586,0.053365267,0.911290545,0.612216338,2.270999484,1.415748251,0.062220024
s06,3MNMBH,1.052798994,0.583320071,1.367695874,0.543958989,0.129257298,1.644593334,0.781220606,4.427556916,0.841075293,0.080701422,1.401608264,0.912896269,4.695165407,0.825120026,0.07076112,1.96678318,1.688958406,5.161603415,1.337249483,0.094194016
s06,3MNMEH,0.810927274,0.481859831,1.439779723,0.575919305,0.079257487,3.733223846,0.984279287,1.425483481,0.710331135,0.103758865,1.145504211,0.864568425,2.115251091,0.849757774,0.05917007,0.858692802,0.607793226,1.982849828,1.505098534,0.072240544
s06,3MNNLBH,1.059371178,0.58797021,1.145906926,0.548820701,0.055625213,4.199643012,1.32302069,1.366487939,0.689051243,0.082925079,1.443214144,1.074877726,2.391052292,0.943915573,0.059365575,0.974679287,0.550987369,2.088181768,1.581135155,0.060919021
s06,3MNNLEH,0.904485115,0.552266035,1.517369985,0.572563967,0.073621097,2.888426262,0.9812228,2.035160018,0.754467152,0.098261823,1.283508841,0.959116109,2.890768932,0.958236374,0.069640471,0.958448896,0.684680376,3.020845798,1.632906413,0.080458192
s06,3MRSEC,0.763752663,0.451132459,1.630069836,0.45602459,0.057408626,1.624502903,0.576212956,1.576432884,0.640866528,0.120550617,1.356929537,1.003655824,2.633472174,0.755084339,0.050182517,1.065698312,0.576134267,2.43862886,1.242658249,0.062151898
s06,3MRSEC,0.76827798,0.578264084,1.571325797,0.429114195,0.037903616,1.715957569,0.527201378,1.522516179,0.51919671,0.044575309,1.353060502,1.01831338,2.496136694,0.74619957,0.045134731,0.922620795,0.587053007,2.179135723,1.2145921,0.041841458
s06,3MRSEC,0.816721676,0.505652157,1.332624113,0.421424707,0.056177739,1.513763576,0.567122049,1.488437151,0.463374051,0.048721939,1.258819955,0.992779652,2.381494233,0.65460411,0.044308366,0.916887496,0.542763135,2.3494698,1.177757045,0.048401588
s06,3MRSEO,0.852543017,0.398220184,1.373650947,0.63121349,0.236652707,8.686601545,2.055144107,1.750895999,0.93940768,0.377871995,1.403814783,0.791435905,2.321110195,0.839645026,0.076106052,1.2196091,0.544404744,3.906109954,1.088330377,0.107094154
s06,3MRSEO,1.118334382,0.558263769,1.36094702,0.514984998,0.163565524,12.95951964,2.086833522,2.105272906,0.999824714,0.373652376,2.035331008,0.935269079,3.023913839,0.916936864,0.068821868,1.717799474,0.639179341,3.813572456,1.057200473,0.092839673
s06,3MRSEO,0.737033469,0.403396219,1.588358861,0.432085723,0.068116073,3.973858788,0.845339078,1.885369655,0.637185596,0.134640322,1.252643161,0.78033935,2.952515757,0.777525904,0.049635672,0.920414388,0.473581703,3.93853914,0.997652452,0.051539202
s07,3MNLBH,0.826122903,0.496893112,0.732204587,0.87883643,0.045464575,2.070288155,0.70072667,1.093231889,0.522405441,0.054927364,1.087748557,0.860804849,2.095783646,0.810761677,0.041191462,0.659687734,0.434546494,0.915703784,0.892558095,0.032749443
s07,3MNLEH,1.19669614,0.6055744,1.050267042,0.966274105,0.061773359,2.198338321,0.773338725,1.782413166,0.619285526,0.073047829,1.285506054,0.880951795,2.7791479,0.814265559,0.04555008,0.921133697,0.500388545,1.503556529,0.853881869,0.03834348
s07,3MNMBH,1.352038022,0.50249891,0.625301189,0.685535511,0.038559223,2.046409042,0.677371309,1.147027283,0.521777431,0.046990808,1.210524692,0.9819967,1.716597837,0.738755167,0.038387299,0.786466657,0.463682743,0.830912345,0.867491776,0.029893407
s07,3MNMEH,1.014472691,0.532281476,0.830299104,0.896560938,0.065209525,2.152491915,0.687137393,1.463890058,0.609661995,0.071593122,1.227260116,0.921459012,2.299849862,0.797418923,0.045640693,0.919364504,0.495000248,1.207609323,0.975691191,0.03490269
s07,3MNNLBH,1.266327035,0.630737745,0.845005576,0.876408217,0.043705497,1.999494557,0.728446314,1.288785425,0.543340323,0.044561842,1.583305983,0.982390818,2.243297604,0.742686291,0.043097908,0.941562561,0.521844522,0.991306087,0.812292266,0.033537788
s07,3MNNLEH,3.132429178,1.268698896,1.340999266,1.047706104,0.06266751,4.333516687,1.439208472,2.050887058,0.641132293,0.080293498,3.615609633,1.826850659,3.067649823,0.872549642,0.053856744,2.80711892,1.128127857,1.742269117,0.952814687,0.041590881
s07,3MRSEC,1.08771935,0.573605849,1.20262425,0.939987155,0.06934171,2.481710468,0.619424042,1.763923851,0.650453792,0.056839525,1.108808036,0.784283656,2.427743887,0.755427386,0.04645245,1.047736459,0.597060828,2.034386704,0.905018437,0.037829107
s07,3MRSEC,0.616203149,0.482815388,0.66905425,0.5516432,0.043306379,1.34769826,0.537332563,1.091828787,0.549625786,0.050376868,0.849688128,0.864168115,1.395002507,0.588776911,0.043129813,0.66518003,0.420562906,1.374999369,0.852881404,0.035200013
s07,3MRSEC,0.865766278,0.543788696,0.665041106,0.483508723,0.034656307,1.410754794,0.600370772,0.964962145,0.457404235,0.046179408,1.124859632,0.968367306,1.406823455,0.571003306,0.042320998,0.901247962,0.53555293,1.120126278,0.730584621,0.029630698
s07,3MRSEO,0.65376502,0.42137797,0.29190439,0.402807439,0.067828667,39.15336687,6.94956673,2.006177589,0.808061785,0.205487062,0.530181966,0.457583121,0.273473205,0.154286881,0.043977937,0.564396412,0.328943368,0.285242234,0.281724146,0.0396401
s07,3MRSEO,1.12947617,0.57011404,0.309223969,0.347819906,0.076169263,7.269954661,1.847301597,0.425170212,0.405678842,0.176979774,1.25204908,0.665590323,0.320602499,0.156777601,0.041954346,0.577654339,0.31489904,0.253125866,0.222631311,0.037310651
s07,3MRSEO,1.345196133,0.586009543,0.29994531,0.347693264,0.075420933,9.130565958,1.961329833,0.455259858,0.414605924,0.223560047,1.279846177,0.867028372,0.415706951,0.190075073,0.052999575,0.842060282,0.376388495,0.291492681,0.262002761,0.039164885
s08,3MNLBH,1.2234204,0.609578098,1.027193404,1.07178199,0.093503525,2.566112312,0.973705187,1.345244107,0.718443518,0.052381766,1.085160168,0.839189801,1.947963197,0.591174802,0.049518895,1.640707977,0.640906056,4.009715756,4.299367051,0.071834128
s08,3MNLEH,1.23810814,0.62539502,1.151488039,1.108950568,0.081296422,3.484948202,0.992204247,1.250362917,0.708664383,0.045504247,1.09797668,0.918380725,1.716494176,0.556322349,0.047748466,1.367528652,0.612672007,4.365461321,4.632699044,0.081342519
s08,3MNMBH,1.319383779,0.586401881,1.049666928,0.963822949,0.067194069,3.440223113,0.942108289,1.301713917,0.58862771,0.04993374,1.268061555,1.014348096,1.993000926,0.529408174,0.051280795,1.721213016,0.716757465,4.491102645,4.03555283,0.077301442
s08,3MNMEH,1.148860146,0.604102298,1.040249959,1.118416969,0.088968593,2.531191635,0.817853284,1.313719348,0.76770708,0.055845202,1.109949038,0.878440351,1.958645142,0.572771089,0.060008311,1.16033551,0.617449287,3.721455284,4.547009801,0.088311195
s08,3MNNLBH,1.05059455,0.598177846,0.784184199,0.828602278,0.072215538,2.792306412,0.820570765,0.940362133,0.490170112,0.053874015,1.272559942,1.045836413,1.677166591,0.494001496,0.048780052,1.722066013,0.700336968,1.907632275,2.275342296,0.068793012
s08,3MNNLEH,1.026941188,0.557648593,0.801062931,0.893550728,0.076594928,3.866433764,1.003601864,1.05172331,0.53672734,0.049596103,1.095086781,0.876175537,1.674847897,0.472107675,0.0472408,1.241178588,0.590561647,2.222088568,3.080485256,0.07057105
s08,3MRSEC,1.169002534,0.527082388,0.552393253,0.764308922,0.094872712,2.462323552,0.753953216,0.664550376,0.416327499,0.050670558,1.060840207,0.787768952,1.043267301,0.318594281,0.046956397,1.886793709,0.725628382,1.727126736,2.023907537,0.089887595
s08,3MRSEC,0.753351191,0.462174516,0.639442143,0.785630154,0.069180057,1.640033469,0.596971936,0.646860121,0.466212371,0.047264942,0.998183391,0.809364053,0.941073227,0.407254299,0.041937695,1.252018347,0.629563691,2.501042167,2.776531743,0.081128949
s08,3MRSEC,1.069508328,0.502756663,1.003927741,0.77309668,0.070401126,2.830784722,0.788640793,1.183226796,0.569724092,0.084045529,1.010560589,0.815376093,1.510497759,0.372228745,0.046795688,1.307370346,0.641672504,4.467512453,3.21650863,0.076988678
s08,3MRSEO,0.548770653,0.387482301,0.241517142,0.459123487,0.112197689,3.891062654,1.351234345,0.432307181,0.456997661,0.158907547,1.471228675,1.0320913,0.435997946,0.245386939,0.064174837,1.523975812,0.64137654,0.433202906,0.696450974,0.087318451
s08,3MRSEO,0.442703086,0.335373884,0.242580325,0.463084027,0.080858894,2.062963574,0.881535896,0.298762669,0.221352452,0.070423176,0.943581328,0.72457816,0.324554843,0.188575893,0.04661211,1.243022101,0.557730555,0.375929281,0.691474118,0.082387838
s08,3MRSEO,0.51108206,0.378037893,0.245886175,0.431689203,0.117697675,19.96294035,4.870805895,0.973524544,0.350954583,0.158272881,1.259953247,0.859737311,0.356316353,0.234281528,0.075725308,2.34403336,0.783552731,0.532989619,0.771710347,0.114558262
s09,3MNLBH,0.773760717,0.576843554,2.943985266,1.661250238,0.094052284,1.107312752,0.54396486,1.62039728,0.746061526,0.0709329,0.989859149,0.745356134,1.839538515,0.820878649,0.071775233,1.195137976,0.768766265,9.146705282,3.435056223,0.08357669
s09,3MNLEH,0.770368031,0.649331647,3.160750546,1.488338451,0.118302089,0.902692899,0.537240383,2.204952722,0.70431403,0.075123891,1.095111169,0.85697194,2.106332145,0.793128653,0.069127109,1.24560396,0.7964854,11.5709683,3.522269876,0.084777962
s09,3MNMBH,0.773686854,0.596029315,1.604024306,1.416158466,0.097494556,1.272442528,0.56969884,1.070320487,0.731207441,0.07239427,0.96228386,0.763474542,1.006688659,0.726335588,0.096018741,1.304086777,0.791566759,4.476172799,2.634889088,0.080843735
s09,3MNMEH,0.716029861,0.580714669,2.806808939,1.776804646,0.115836868,1.425729505,0.584439042,1.633706476,0.696423904,0.078682671,0.862586195,0.713436261,1.820839514,0.736019644,0.076193876,1.185578009,0.758905154,9.519545611,3.411146168,0.08848794
s09,3MNNLBH,0.78859641,0.632279959,3.313670681,1.650479287,0.107938629,0.986227036,0.508004347,2.160752493,0.6556025,0.075852799,0.963685406,0.770365494,2.337867353,0.740093053,0.077940562,1.29591597,0.821132614,11.73500166,3.018895,0.08806573
s09,3MNNLEH,0.82768186,0.590227025,3.060504724,1.049303923,0.095050375,1.085570302,0.540495508,2.049155065,0.54362949,0.066351209,0.950975805,0.710981769,2.3553466,0.665071165,0.063546101,1.196432199,0.764441405,13.00881519,2.806385901,0.079146699
s09,3MRSEC,0.789580182,0.642106286,1.202192359,1.316008072,0.101638422,1.348348881,0.602568823,0.920818566,0.6427833,0.083813325,1.144377041,0.8612426,1.187321296,0.807372823,0.105252042,1.124581032,0.765326827,4.76816414,2.677886648,0.087225042
s09,3MRSEC,0.906728483,0.739155534,0.990583287,1.348071699,0.099128789,1.728516149,0.677505273,0.569532557,0.572558166,0.07609101,1.29834291,0.929207406,0.773712273,0.80812695,0.119559633,1.302426928,0.820370109,1.779311788,1.866818453,0.082942719
s09,3MRSEC,0.782101156,0.589901963,1.499097319,1.480101197,0.099814855,1.11697444,0.538500759,0.866814804,0.62735085,0.062997523,0.958092646,0.764256305,1.041791603,0.773712443,0.068013225,1.206787638,0.720550194,4.804465968,3.394234381,0.077773061
